Customer,Date,Dc.no,Part.no,Part description,Qty,Rate,Value,Fwt,Thick,Target  Manpower,variation Manpower,Actual Manpower,Target RawMaterial(Cost),variation RawMaterial,Actual RawMaterial,Target Machinepower(Cost),variation Machine power,Actual Machine power,Target Overhead(Cost)or Profit,variation overhead ,Actual Overhead or profit,Unnamed: 22
Company C,22/11/2022,4110,5B2300110,GAS SPRING BRACKET W,20.00,"1,441.05","28,821.00",0.38,3 CR,3458.52,3.313019579,3461.83302,17292.6,0.02727024663,17292.62727,3746.73,-3.712212028,3743.017788,4323.15,1.407612088,4324.557612,
Company C,22/11/2022,4111,5G0501458,GEAR MOTOR BKT COVER,23.00,52.15,"1,199.45",0.23,2 CR,143.934,1.025486469,144.9594865,719.67,1.881281344,721.5512813,155.9285,0.8747195124,156.8032195,179.9175,0.2572301482,180.1747301,
Company C,22/11/2022,4112,5A0102293,SHIM 2 THICK,"1,700.00",23.20,"39,440.00",0.12,2 CR,4732.8,3.846068217,4736.646068,23664.0,1.592496392,23665.5925,5127.2,2.55903324,5129.759033,5916.0,0.05416481666,5916.054165,
Company A,22/11/2022,4113,5C1530652,CONNECTOR COMPL,5.00,141.74,708.70,0.19,3 CR,85.044,0.4866132929,85.53061329,425.22,-6.855676755,418.3643232,92.131,-2.4609153,89.6700847,106.305,1.844075933,108.1490759,
Company A,22/11/2022,4113,5C1700711,HOLDER COMPLETE,12.00,118.74,"1,424.88",0.26,2 CR,170.9856,-3.377467579,167.6081324,854.928,3.871338868,858.7993389,185.2344,-0.2808745952,184.9535254,213.732,4.442021525,218.1740215,
Company A,22/11/2022,4113,5C1730752,CONNECTOR COMPLETE,20.00,146.85,"2,937.00",0.18,"1,2 CR",352.44,3.706171624,356.1461716,1762.2,-1.305876457,1760.894124,381.81,-3.415792371,378.3942076,440.55,4.474630044,445.02463,
Company A,22/11/2022,4113,5C2830612,COVER -VERTICAL PILL,10.00,137.15,"1,371.50",0.63,1.5 CR,164.58,-2.373087944,162.2069121,822.9,2.129356096,825.0293561,178.295,-5.803605736,172.4913943,205.725,-3.774320528,201.9506795,
Company A,22/11/2022,4113,5C2830612,COVER -VERTICAL PILL,30.00,128.08,"3,842.40",0.63,1.5 CR,461.088,-2.530152198,458.5578478,2305.44,-2.620399029,2302.819601,499.512,3.143453003,502.655453,576.36,2.134584777,578.4945848,
Company A,22/11/2022,4113,5C2830613,COVER MIDDLE-VERTICA,8.00,348.65,"2,789.20",2.3,1.5 CR,334.704,3.673244066,338.3772441,1673.52,-1.627164973,1671.892835,362.596,-1.995442491,360.6005575,418.38,-1.379266912,417.0007331,
Company A,22/11/2022,4113,5D3102090,EAD CONNECTOR PLATE,10.00,192.47,"1,924.70",1.15,1.5 CR,230.964,-1.663808748,229.3001913,1154.82,-4.266091911,1150.553908,250.211,4.167959348,254.3789593,288.705,5.071230522,293.7762305,
Company A,22/11/2022,4113,5E0901151,OIL PREVENT SHEET -F,18.00,123.55,"2,223.90",0.9,1 CR,266.868,-0.4186150363,266.449385,1334.34,-0.9074606981,1333.432539,289.107,-1.396068237,287.7109318,333.585,-1.978785947,331.6062141,
Company A,22/11/2022,4113,5E1750430,SHEET FOR SUCTION BO,10.00,485.08,"4,850.80",2.78,1.5 CR,582.096,6.285467578,588.3814676,2910.48,-5.302028076,2905.177972,630.604,-1.145116828,629.4588832,727.62,-0.8433493438,726.7766507,
Company A,22/11/2022,4113,5F3270015,BELT CLOSING COVER W,30.00,358.44,"10,753.20",0.586,1 CR,1290.384,2.018706301,1292.402706,6451.92,-2.442184609,6449.477815,1397.916,-6.484649828,1391.43135,1612.98,-4.089067304,1608.890933,
Company A,22/11/2022,4114,5E1809610,CAN CHANGER LEVER WI,12.00,709.00,"8,508.00",3.44,3 CR,1020.96,-1.685211308,1019.274789,5104.8,-2.795730758,5102.004269,1106.04,2.560671261,1108.600671,1276.2,0.01255049561,1276.21255,
Company A,22/11/2022,4114,5E1836250,SECOND CAN REAR SHEE,10.00,780.00,"7,800.00",4.82,3 CR,936.0,-0.5141728535,935.4858271,4680.0,-0.7103852936,4679.289615,1014.0,4.036894199,1018.036894,1170.0,-1.11030011,1168.8897,
Company A,22/11/2022,4114,5E1836490,CAN CHANGER BASE WIT,10.00,"1,262.00","12,620.00",5.79,3 CR,1514.4,0.7246757639,1515.124676,7572.0,1.016982298,7573.016982,1640.6,-0.1890232653,1640.410977,1893.0,0.4818009558,1893.481801,
Company A,22/11/2022,4115,5A3001096,LOCK GUIDE SUPPORT,50.00,22.92,"1,146.00",0.1,3 CR,137.52,-2.152890889,135.3671091,687.6,-2.130451019,685.469549,148.98,0.7825221059,149.7625221,171.9,0.214202686,172.1142027,
Company A,22/11/2022,4116,5C1790230,JUNCTION BOX COMPLET,4.00,"4,486.17","17,944.68",16.6,"1.5,3 CR & 4 HRPO",2153.3616,2.513741823,2155.875342,10766.808,0.5567726394,10767.36477,2332.8084,-3.007391771,2329.801008,2691.702,-1.919405407,2689.782595,
Company A,22/11/2022,4116,5E1750510,RECTANGULAR PIPE WIT,4.00,"1,625.96","6,503.84",11.13,1.5 CR,780.4608,-3.913670149,776.5471299,3902.304,1.796171771,3904.100172,845.4992,4.33206561,849.8312656,975.576,2.057393845,977.6333938,
Company A,22/11/2022,4117,5C1170954,TOP COVER COMPLETE,11.00,916.92,"10,086.12",4.61,1.5 CR,1210.3344,3.630411067,1213.964811,6051.672,-0.5051073711,6051.166893,1311.1956,-1.125274433,1310.070326,1512.918,0.9731870323,1513.891187,
Company A,22/11/2022,4118,5D3470010,CAN PLATE COMPL,6.00,"2,642.82","15,856.92",18.24,4 CR,1902.8304,-0.5535493085,1902.276851,9514.152,5.09759716,9519.249597,2061.3996,3.460546708,2064.860147,2378.538,0.4270227942,2378.965023,
Company A,22/11/2022,4119,5D3450270,FRONT COVER COMPL,5.00,890.91,"4,454.55",4.7,1.5 CR,534.546,0.462865317,535.0088653,2672.73,0.1585389643,2672.888539,579.0915,0.6351339887,579.726634,668.1825,-2.390487456,665.7920125,
Company A,22/11/2022,4120,5E1850600,DELIVERY STRUCTURE 6,1.00,"54,121.00","54,121.00",308,3 CR,6494.52,-4.838799307,6489.681201,32472.6,2.016068669,32474.61607,7035.73,1.918610381,7037.64861,8118.15,-1.700788488,8116.449212,
Company A,22/11/2022,4121,5E1850600,DELIVERY STRUCTURE 6,1.00,"54,121.00","54,121.00",308,3 CR,6494.52,1.149769604,6495.66977,32472.6,1.674528421,32474.27453,7035.73,-2.415006187,7033.314994,8118.15,-4.299866564,8113.850133,
Company A,23/11/2022,4122,5C1102193,PROFILE HOLDER WITH,24.00,228.52,"5,484.48",0.81,2 CR,658.1376,1.983224043,660.120824,3290.688,2.948335872,3293.636336,712.9824,1.418528462,714.4009285,822.672,1.7436223,824.4156223,
Company A,23/11/2022,4122,5C1172078,SEALING SHEET-REAR,8.00,363.33,"2,906.64",2.2,3 CR,348.7968,5.955347771,354.7521478,1743.984,-1.88953248,1742.094468,377.8632,3.942663377,381.8058634,435.996,-3.200398921,432.7956011,
Company A,23/11/2022,4122,5C1172078,SEALING SHEET-REAR,12.00,352.95,"4,235.40",2.2,3 CR,508.248,5.224864349,513.4728643,2541.24,0.2164852791,2541.456485,550.602,-3.325510035,547.27649,635.31,-1.571257568,633.7387424,
Company A,23/11/2022,4123,SF5C2700356,CONNECTING PIPE,10.00,541.74,"5,417.40",1.25,"1,3 CR",650.088,-3.770920792,646.3170792,3250.44,-1.604893584,3248.835106,704.262,1.852630362,706.1146304,812.61,1.454912202,814.0649122,
Company A,23/11/2022,4124,5XD330015,LDB3 RH STRUTURE WIT,1.00,"151,488.00","151,488.00",836.25,1.6 CR,18178.56,4.338534094,18182.89853,90892.8,5.380319725,90898.18032,19693.44,-1.810588735,19691.62941,22723.2,-0.8805122171,22722.31949,
Company A,23/11/2022,4125,5E1850600,DELIVERY STRUCTURE 6,1.00,"54,121.00","54,121.00",308,3 CR,6494.52,-4.73446033,6489.78554,32472.6,-3.397176664,32469.20282,7035.73,4.512904061,7040.242904,8118.15,3.2269502,8121.37695,
Company A,23/11/2022,4126,5E1850600,DELIVERY STRUCTURE 6,1.00,"54,121.00","54,121.00",308,3 CR,6494.52,-3.078700528,6491.441299,32472.6,-0.8036875624,32471.79631,7035.73,-2.371136991,7033.358863,8118.15,-3.090851752,8115.059148,
Company B,23/11/2022,4127,56916613050,SPLASH GUARD KIT (ST,1.00,"64,622.00","64,622.00",312.7,2 CR,7754.64,6.618133698,7761.258134,38773.2,-4.24055304,38768.95945,8400.86,-1.760073598,8399.099926,9693.3,0.3904625449,9693.690463,
Company B,23/11/2022,4127,56919102520,COOLANT TANK KIT  (S,1.00,"13,916.00","13,916.00",56.372,2 CR,1669.92,1.44589744,1671.365897,8349.6,-2.199751461,8347.400249,1809.08,-2.80461669,1806.275383,2087.4,6.176990313,2093.57699,
Company A,23/11/2022,4128,5XD330015,LDB3 RH STRUTURE WIT,1.00,"151,488.00","151,488.00",836.25,1.6 CR,18178.56,-2.41185957,18176.14814,90892.8,-1.696590312,90891.10341,19693.44,1.354679589,19694.79468,22723.2,-0.9343797971,22722.26562,
Company A,23/11/2022,4129,5A3030775,FRONT BOTTOM CABLE C,3.00,126.32,378.96,0.42,1.5 CR,45.4752,-0.8972383217,44.57796168,227.376,-1.388188328,225.9878117,49.2648,-3.730561091,45.53423891,56.844,2.203284668,59.04728467,
Company A,23/11/2022,4129,5A3030775,FRONT BOTTOM CABLE C,3.00,134.51,403.53,0.42,1.5 CR,48.4236,-0.8831278747,47.54047213,242.118,2.847613321,244.9656133,52.4589,0.297291392,52.75619139,60.5295,0.2515949853,60.78109499,
Company A,23/11/2022,4129,5A3030811,FRONT CABLE CHANNEL,1.00,200.18,200.18,0.6,1.5 CR,24.0216,-0.3964466831,23.62515332,120.108,-2.167432897,117.9405671,26.0234,0.4821333151,26.50553332,30.027,-3.817138648,26.20986135,
Company A,23/11/2022,4129,5A3030811,FRONT CABLE CHANNEL,5.00,189.05,945.25,0.6,1.5 CR,113.43,0.328200924,113.7582009,567.15,1.038089521,568.1880895,122.8825,-0.1474964483,122.7350036,141.7875,2.17335466,143.9608547,
Company A,23/11/2022,4129,5A3030815,TOP CABLE CHANNEL CO,20.00,145.74,"2,914.80",0.54,1.5 CR,349.776,2.262568259,352.0385683,1748.88,1.455904089,1750.335904,378.924,1.606189481,380.5301895,437.22,-2.902912835,434.3170872,
Company A,23/11/2022,4129,5A3030819,FRONT CABLE CHANNEL,36.00,127.94,"4,605.84",0.326,1.5 CR,552.7008,2.323697075,555.0244971,2763.504,-1.344957338,2762.159043,598.7592,-3.024501098,595.7346989,690.876,4.862666926,695.7386669,
Company A,23/11/2022,4129,5C2800678,CABLE CHANNEL CLOSIN,25.00,110.55,"2,763.75",0.77,2 CR,331.65,0.2002554244,331.8502554,1658.25,-3.557768418,1654.692232,359.2875,-6.662560883,352.6249391,414.5625,1.651540067,416.2140401,
Company A,23/11/2022,4129,5E1700290,SUCTION VALVE,50.00,27.33,"1,366.50",0.1,1.5 CR,163.98,1.782288288,165.7622883,819.9,2.135797744,822.0357977,177.645,3.133747459,180.7787475,204.975,-0.003587238823,204.9714128,
Company A,23/11/2022,4129,5F3270015,BELT CLOSING COVER W,30.00,358.44,"10,753.20",0.586,1 CR,1290.384,4.854719157,1295.238719,6451.92,4.352233776,6456.272234,1397.916,5.149717338,1403.065717,1612.98,3.9401391,1616.920139,
Company A,23/11/2022,4130,5A3001096,LOCK GUIDE SUPPORT,50.00,22.92,"1,146.00",0.1,3 CR,137.52,-2.794923649,134.7250764,687.6,1.792266287,689.3922663,148.98,-1.325960243,147.6540398,171.9,-2.807708679,169.0922913,
Company A,23/11/2022,4130,5C2600433,SENSOR CLAMP-CALENDE,25.00,76.38,"1,909.50",0.351,4 HRPO,229.14,2.60550843,231.7455084,1145.7,-3.805103171,1141.894897,248.235,-1.556583498,246.6784165,286.425,-3.728866793,282.6961332,
Company A,23/11/2022,4130,5D3102090,EAD CONNECTOR PLATE,10.00,177.71,"1,777.10",1.15,1.5 CR,213.252,-6.492637162,206.7593628,1066.26,0.02009870088,1066.280099,231.023,-1.658051833,229.3649482,266.565,-1.912760687,264.6522393,
Company A,23/11/2022,4130,5F2250031,U SUPPORT 3X25X53X12,150.00,38.49,"5,773.50",0.23,1.5 CR,692.82,-7.108005569,685.7119944,3464.1,-1.49843247,3462.601568,750.555,-1.998404919,748.5565951,866.025,-0.7498962506,865.2751037,
Company A,23/11/2022,4131,5A1077090,MOUNTING FRAME LH CO,4.00,"9,251.00","37,004.00",69.03,4 CR,4440.48,-2.734726792,4437.745273,22202.4,-0.4777675709,22201.92223,4810.52,-3.383389105,4807.136611,5550.6,0.6809909969,5551.280991,
Company A,23/11/2022,4132,5F3270010,BELT CLOSING COVER-F,30.00,321.18,"9,635.40",0.44,1 CR,1156.248,-2.46781644,1153.780184,5781.24,-0.8800866423,5780.359913,1252.602,0.4733988157,1253.075399,1445.31,-0.5827572717,1444.727243,
Company A,23/11/2022,4133,5E1809390,SECOND RESERVE BASE,10.00,"1,741.00","17,410.00",13.27,3 CR,2089.2,-0.07246589444,2089.127534,10446.0,-1.738228164,10444.26177,2263.3,0.6627479655,2263.962748,2611.5,-0.5129638688,2610.987036,
Company A,23/11/2022,4133,5E1809590,LEVER ARM COMPLETE,10.00,752.00,"7,520.00",3,3 CR,902.4,-3.860431858,898.5395681,4512.0,1.388607804,4513.388608,977.6,2.367011751,979.9670118,1128.0,-1.669204191,1126.330796,
Company A,23/11/2022,4133,5E1830412,BASE TOP SHEET,10.00,"1,715.00","17,150.00",13.54,3 CR,2058.0,0.1732035809,2058.173204,10290.0,1.655703154,10291.6557,2229.5,-1.757063196,2227.742937,2572.5,6.74698244,2579.246982,
Company A,23/11/2022,4134,5E6350730,FRONT COVER RH WITH,5.00,"3,851.80","19,259.00",14.22,2.0 CR,2311.08,2.567175229,2313.647175,11555.4,-1.151564663,11554.24844,2503.67,1.400507536,2505.070508,2888.85,2.171199368,2891.021199,
Company A,23/11/2022,4134,5E6350750,FRONT COVER LH WITH,5.00,"3,031.92","15,159.60",12.73,1.5 & 2 CR,1819.152,2.872035242,1822.024035,9095.76,1.347539433,9097.107539,1970.748,2.652943945,1973.400944,2273.94,0.05425428962,2273.994254,
Company A,23/11/2022,4135,5D3131630,SQUARE DUCT WITH,5.00,"1,241.60","6,208.00",6.5,1.5 CR,744.96,1.995230265,746.9552303,3724.8,2.606649266,3727.406649,807.04,1.946912093,808.9869121,931.2,2.866989107,934.0669891,
Company A,23/11/2022,4136,5D3131630,SQUARE DUCT WITH,5.00,"1,241.60","6,208.00",6.5,1.5 CR,744.96,0.0231275309,744.9831275,3724.8,-2.438120083,3722.36188,807.04,2.293787455,809.3337875,931.2,5.325539255,936.5255393,
Company A,23/11/2022,4137,5F2273013,BOBBIN THROUGH COVER,25.00,685.56,"17,139.00",4.721,1.5 CR,2056.68,-2.535765343,2054.144235,10283.4,2.985841215,10286.38584,2228.07,1.235317274,2229.305317,2570.85,7.82124909,2578.671249,
Company A,23/11/2022,4137,5F4273211,BOBBIN TROUGH COMPLE,21.00,723.31,"15,189.51",5.23,1.5 CR,1822.7412,2.866117548,1825.607318,9113.706,3.853755779,9117.559756,1974.6363,-3.836376088,1970.799924,2278.4265,8.201978181,2286.628478,
Company A,23/11/2022,4138,SF5C1151490,DUCT COMPL,10.00,"2,150.68","21,506.80",6.57,"1,3 CR",2580.816,-4.629873423,2576.186127,12904.08,4.308934766,12908.38893,2795.884,-4.051310184,2791.83269,3226.02,-4.653579881,3221.36642,
Company A,23/11/2022,4139,SF5C1151490,DUCT COMPL,9.00,"2,150.68","19,356.12",6.57,"1,3 CR",2322.7344,-5.536121225,2317.198279,11613.672,-3.38126748,11610.29073,2516.2956,-4.920012588,2511.375587,2903.418,2.786772474,2906.204772,
Company A,23/11/2022,4140,SF5C1770270,JUNCTION BOX TOP COM,10.00,"1,944.48","19,444.80",6.65,"1.5,4 CR",2333.376,2.841817221,2336.217817,11666.88,-2.164606689,11664.71539,2527.824,-2.796238875,2525.027761,2916.72,-0.8565303424,2915.86347,
Company A,23/11/2022,4141,SF5C1770270,JUNCTION BOX TOP COM,10.00,"1,944.48","19,444.80",6.65,"1.5,4 CR",2333.376,-2.234055008,2331.141945,11666.88,-2.714003481,11664.166,2527.824,6.532609132,2534.356609,2916.72,-2.07933273,2914.640667,
Company A,23/11/2022,4142,5D3470010,CAN PLATE COMPL,2.00,"2,642.82","5,285.64",18.24,4 CR,634.2768,-0.9141285668,633.3626714,3171.384,-4.235567615,3167.148432,687.1332,-0.8722668244,686.2609332,792.846,-2.209896952,790.636103,
Company C,23/11/2022,4143,5G0353477,PIPE SUPPORT ASSEMBL,100.00,631.45,"63,145.00",1.517,"4 CR,4 HRPO,20 RUBBER",7577.4,-2.757953005,7574.642047,37887.0,-7.125762984,37879.87424,8208.85,1.357254721,8210.207255,9471.75,-4.075239951,9467.67476,
Company C,23/11/2022,4144,5G0353477,PIPE SUPPORT ASSEMBL,100.00,631.45,"63,145.00",1.517,"4 CR,4 HRPO,20 RUBBER",7577.4,-1.39288672,7576.007113,37887.0,0.2332090479,37887.23321,8208.85,-4.271637371,8204.578363,9471.75,-1.42088311,9470.329117,
Company C,23/11/2022,4145,5G0303175,CABLE CHANNEL;SIDE C,20.00,124.64,"2,492.80",0.92,2 CR,299.136,-3.282638853,295.8533611,1495.68,-0.008514661192,1495.671485,324.064,0.00887739237,324.0728774,373.92,2.768795429,376.6887954,
Company C,23/11/2022,4146,5G0132237,ROLLER BEAM EXT HEAD,50.00,279.37,"13,968.50",2.2,4 HR,1676.22,0.9876297708,1677.20763,8381.1,-0.1952384525,8380.904762,1815.905,-3.211004731,1812.693995,2095.275,-1.330487361,2093.944513,
Company C,23/11/2022,4146,5G0132238,ROLLER BEAM EXT HEAD,50.00,279.37,"13,968.50",2.2,4 HR,1676.22,0.5175817803,1676.737582,8381.1,-1.315196012,8379.784804,1815.905,0.3204113315,1816.225411,2095.275,0.9842588793,2096.259259,
Company C,23/11/2022,4147,5G0103333,WASHER 29T HOUSING (,"3,000.00",7.96,"23,880.00",0.009,4 CR,2865.6,-1.562223648,2864.037776,14328.0,0.4679866235,14328.46799,3104.4,0.5745678101,3104.974568,3582.0,-0.09342437387,3581.906576,
Company C,23/11/2022,10113,500590992,FAN WHEEL,4.00,460.00,"1,840.00",11.79,"4 CR,6 HR",220.8,1.763072416,222.5630724,1104.0,1.062540687,1105.062541,239.2,-0.1411546784,239.0588453,276.0,-3.829210972,272.170789,
Company A,24/11/2022,4148,5E1871000,DELIVERY STRUCTURE 1,1.00,"115,000.00","115,000.00",556.53,3 CR,13800.0,-2.973491295,13797.02651,69000.0,1.559163984,69001.55916,14950.0,3.553383393,14953.55338,17250.0,0.7084003137,17250.7084,
Company A,24/11/2022,4149,5E1871000,DELIVERY STRUCTURE 1,1.00,"115,000.00","115,000.00",556.53,3 CR,13800.0,4.9837308,13804.98373,69000.0,1.773012712,69001.77301,14950.0,-0.6166048616,14949.3834,17250.0,1.024214251,17251.02421,
Company A,24/11/2022,4150,5E1850600,DELIVERY STRUCTURE 6,1.00,"54,121.00","54,121.00",308,3 CR,6494.52,3.156290896,6497.676291,32472.6,4.392125674,32476.99213,7035.73,4.675217509,7040.405218,8118.15,-0.7884156459,8117.361584,
Company A,24/11/2022,4151,5XD330092,LDB3 STRUCTURE 24 IN,1.00,"125,986.00","125,986.00",450,3 CR,15118.32,3.593131341,15121.91313,75591.6,0.6727631706,75592.27276,16378.18,5.839570639,16384.01957,18897.9,5.280122536,18903.18012,
Company A,24/11/2022,4152,5XD330093,LDB3 STRUCTURE 24 IN,1.00,"125,986.00","125,986.00",450,3 CR,15118.32,-5.808231434,15112.51177,75591.6,-4.374622062,75587.22538,16378.18,0.6163168944,16378.79632,18897.9,-1.156361435,18896.74364,
Company D,24/11/2022,4153,5614384172XC,BRACKET,2.00,"1,061.00","2,122.00",3.565,10 HR,254.64,1.670237884,256.3102379,1273.2,-3.30105255,1269.898947,275.86,5.198375355,281.0583754,318.3,-4.888814086,313.4111859,
Company D,24/11/2022,4153,5614384411XC,BRACKET,9.00,"3,492.00","31,428.00",18.628,"5,6 HR",3771.36,5.995168614,3777.355169,18856.8,3.828574586,18860.62857,4085.64,2.316462345,4087.956462,4714.2,1.237232388,4715.437232,
Company D,24/11/2022,4153,5615486562XC,BRACKET,22.00,"2,453.00","53,966.00",13.218,"5,6 HR",6475.92,-3.214257118,6472.705743,32379.6,-1.326542697,32378.27346,7015.58,1.162216034,7016.742216,8094.9,6.345129232,8101.245129,
Company D,24/11/2022,4153,5615487120XC,PLATE,3.00,857.00,"2,571.00",4.53,10 HR,308.52,-5.787255637,302.7327444,1542.6,3.134366191,1545.734366,334.23,-4.332343469,329.8976565,385.65,-0.7949603472,384.8550397,
Company D,24/11/2022,4153,5615487140XC,BRACKET,8.00,"2,513.00","20,104.00",16.95,"5,6 HR",2412.48,-0.547785343,2411.932215,12062.4,-5.017032922,12057.38297,2613.52,1.911405948,2615.431406,3015.6,0.1949560168,3015.794956,
Company D,24/11/2022,4153,5616184210XC,BRACKET,3.00,353.00,"1,059.00",1.938,10 HR,127.08,7.062427792,134.1424278,635.4,3.915462968,639.315463,137.67,-0.9630735303,136.7069265,158.85,-2.273011218,156.5769888,
Company D,24/11/2022,4153,5618988590XC,BRACKET,10.00,430.00,"4,300.00",1.49,"3,5 HR",516.0,-3.537295574,512.4627044,2580.0,-3.307052375,2576.692948,559.0,2.251306988,561.251307,645.0,-4.645493427,640.3545066,
Company D,24/11/2022,4153,5696188981XC,BRACKET,2.00,417.00,834.00,1.293,10 HR,100.08,0.3221756119,100.4021756,500.4,-2.20392535,498.1960747,108.42,-4.810587207,103.6094128,125.1,3.835489938,128.9354899,
Company D,24/11/2022,4153,5698981260XC,COVER,2.00,325.00,650.00,1.618,5 HR,78.0,-2.698727423,75.30127258,390.0,2.824506347,392.8245063,84.5,-0.1898875158,84.31011248,97.5,-0.8259734388,96.67402656,
Company G,24/11/2022,4154,MLR-011,PLATE,106.00,37.00,"3,922.00",0.153,2.5 HRPO,470.64,0.1869193206,470.8269193,2353.2,-1.605455918,2351.594544,509.86,-6.535631098,503.3243689,588.3,6.418760967,594.718761,
Company G,24/11/2022,4154,MLR-017,PLATE,105.00,30.00,"3,150.00",0.162,2.5 HRPO,378.0,5.208623309,383.2086233,1890.0,-0.3678782195,1889.632122,409.5,0.1050191231,409.6050191,472.5,-0.181515784,472.3184842,
Company C,24/11/2022,4155,5G0353477,PIPE SUPPORT ASSEMBL,200.00,631.45,"126,290.00",1.517,"4 CR,4 HRPO,20 RUBBER",15154.8,-0.1460125737,15154.65399,75774.0,-2.964507882,75771.03549,16417.7,-4.221756048,16413.47824,18943.5,-0.1191307397,18943.38087,
Company C,24/11/2022,4156,501706650,HINGE RH ASSY.,78.00,98.00,"7,644.00",0.295,4 CR,917.28,-1.36323339,915.9167666,4586.4,1.307303388,4587.707303,993.72,-0.9225495526,992.7974504,1146.6,-3.133219834,1143.46678,
Company C,24/11/2022,4156,501706651,HINGE LH,53.00,98.00,"5,194.00",0.295,4 CR,623.28,-1.710145863,621.5698541,3116.4,-2.105223983,3114.294776,675.22,-1.471721428,673.7482786,779.1,4.693848683,783.7938487,
Company A,24/11/2022,4157,5C1790230,JUNCTION BOX COMPLET,6.00,"4,486.17","26,917.02",16.6,"1.5,3 CR & 4 HRPO",3230.0424,1.089088723,3231.131489,16150.212,-0.2090040083,16150.003,3499.2126,0.5945164223,3499.807116,4037.553,-6.642286195,4030.910714,
Company A,24/11/2022,4158,5E1550450,FRONT CLOSING SHEET,40.00,202.96,"8,118.40",0.7,1 CR,974.208,-2.047486718,972.1605133,4871.04,-0.4963634693,4870.543637,1055.392,2.515196625,1057.907197,1217.76,2.330213119,1220.090213,
Company A,24/11/2022,4159,542197790,R.D ROLLER UNDER DUC,5.00,"1,589.94","7,949.70",4.3,1 CR,953.964,0.9426689001,954.9066689,4769.82,-0.5664936414,4769.253506,1033.461,-0.7252067379,1032.735793,1192.455,1.802345001,1194.257345,
Company A,24/11/2022,4159,5A3031050,TRAVERSE WITH,5.00,"1,137.70","5,688.50",7.55,4 HRPO,682.62,0.2486675041,682.8686675,3413.1,3.361046405,3416.461046,739.505,0.9789767054,740.4839767,853.275,-1.371740003,851.90326,
Company A,24/11/2022,4159,5A3031050,TRAVERSE WITH,8.00,"1,229.05","9,832.40",7.55,4 HRPO,1179.888,2.76820297,1182.656203,5899.44,-2.171565603,5897.268434,1278.212,1.81928228,1280.031282,1474.86,-6.012718656,1468.847281,
Company A,24/11/2022,4160,5C1770211,CENTRAL DUCT COMPLET,5.00,"2,621.92","13,109.60",9.6,"1,2,3,4  CR",1573.152,1.50758771,1574.659588,7865.76,-5.894042139,7859.865958,1704.248,0.5421259364,1704.790126,1966.44,-0.6476460643,1965.792354,
Company A,24/11/2022,4161,5C1770211,CENTRAL DUCT COMPLET,5.00,"2,621.92","13,109.60",9.6,"1,2,3,4  CR",1573.152,1.144562181,1574.296562,7865.76,0.4664230383,7866.226423,1704.248,3.138379245,1707.386379,1966.44,-5.000085099,1961.439915,
Company A,24/11/2022,4162,5C1570230,FRONT COVER RH COMPL,20.00,811.55,"16,231.00",3.32,1.5 CR,1947.72,2.319404422,1950.039404,9738.6,1.722423581,9740.322424,2110.03,2.581714427,2112.611714,2434.65,1.763452815,2436.413453,
Company A,24/11/2022,4163,5D3450270,FRONT COVER COMPL,2.00,890.91,"1,781.82",4.7,1.5 CR,213.8184,3.212080205,217.0304802,1069.092,-3.564204769,1065.527795,231.6366,2.669688305,234.3062883,267.273,3.432681083,270.7056811,
Company A,24/11/2022,4163,5D3450270,FRONT COVER COMPL,13.00,863.39,"11,224.07",4.7,1.5 CR,1346.8884,3.09218348,1349.980583,6734.442,2.359445413,6736.801445,1459.1291,3.34245526,1462.471555,1683.6105,-1.798380948,1681.812119,
Company A,24/11/2022,4164,542197790,R.D ROLLER UNDER DUC,5.00,"1,589.94","7,949.70",4.3,1 CR,953.964,-1.756130598,952.2078694,4769.82,5.242785214,4775.062785,1033.461,5.73843619,1039.199436,1192.455,2.953832302,1195.408832,
Company A,24/11/2022,4165,542171690,CYLINDER COVER,24.00,"3,576.33","85,831.92",27.612,3 CR,10299.8304,1.38798672,10301.21839,51499.152,9.65215571,51508.80416,11158.1496,-0.7426830626,11157.40692,12874.788,4.901554181,12879.68955,
Company A,24/11/2022,4166,5C1290210,DUCT COMPLETE,8.00,"1,691.67","13,533.36",7.452,"1,1.5,3 CR",1624.0032,-3.759131019,1620.244069,8120.016,-4.601115046,8115.414885,1759.3368,2.925079767,1762.26188,2030.004,-1.82339146,2028.180609,
Company A,24/11/2022,4167,5A3030830,FRONT CABLE CHANNEL,8.00,91.02,728.16,0.2,1.5 CR,87.3792,5.742757927,93.12195793,436.896,-1.633911879,435.2620881,94.6608,-0.7625599579,93.89824004,109.224,2.655509484,111.8795095,
Company A,24/11/2022,4167,5A3030830,FRONT CABLE CHANNEL,15.00,92.31,"1,384.65",0.2,1.5 CR,166.158,-1.535236461,164.6227635,830.79,5.160446815,835.9504468,180.0045,-3.081530384,176.9229696,207.6975,2.832987676,210.5304877,
Company A,24/11/2022,4167,5A3030830,FRONT CABLE CHANNEL,16.00,95.70,"1,531.20",0.2,1.5 CR,183.744,-0.5940025983,183.1499974,918.72,-2.279582138,916.4404179,199.056,-2.496147753,196.5598522,229.68,2.234413213,231.9144132,
